date,startup,vertical,subvertical,city,investors,round,amount
09-12-2016,NeuroEquilibrium,Technology,Health-Tech platform,Jaipur,Unicorn India Ventures,Seed Funding,2.05
12-12-2016,Xseed Education,Technology,Education & learning Tech platform,Bengaluru,Verlinvest SA,Private Equity,81.99
12-12-2016,Rupaiya Exchange,Consumer Internet,P2P Lending platform,New Delhi,Undisclosed Investors,Seed Funding,1.64
12-12-2016,Doctor Insta,Consumer Internet,Online Doctor Consulting platform,Gurgaon,RoundGlass Partners,Private Equity,16.4
12-12-2016,Fresh Food Concepts,Food & Beverages,Cold Press Juice manufacturer & seller,New Delhi,"Siddhartha Gupta, Ashvin Chadha",Seed Funding,16.4
13-12-2016,Indifi,Consumer Internet,Online lending platform,Gurgaon,Omidyar Network,Private Equity,81.99
13-12-2016,OfBusiness,E-Commerce,Online business-to-business (B2B) marketplace,Gurgaon,"Zodius Technology Opportunities Fund, Matrix Partners",Private Equity,91.01
14-12-2016,Qacco,Consumer Internet,Hotel Booking platform,Gurgaon,"Lead Angels Network, Anbu Pandian, Prabhakar MR & Others",Seed Funding,1.23
14-12-2016,Fitpass,Consumer Internet,Fitness center aggregator & Booking mobile app,New Delhi,Mumbai Angels,Seed Funding,8.2
14-12-2016,Trading Bells,Consumer Internet,Online Share & Commodity Broking platform,Indore,Swastika Investmart Ltd,Seed Funding,2.44
15-12-2016,SERVD,Consumer Internet,Financial Services For Unorganized Workforce,Pune,Digital Financial Service Lab,Seed Funding,0.82
15-12-2016,IdeaForge,Technology,Drone Manufacturing,Mumbai,"WRV Capital and IndUSge Partners, Infosys Innovation Fund",Private Equity,81.99
15-12-2016,Amagi Media Labs,Technology,Media Technology Solutions,Mumbai,"Emerald Media, Premji Invest",Private Equity,286.96
15-12-2016,Pocket Aces,Technology,Digital Entertainment Company,Mumbai,"Sequoia Capital India, North Base Media, Aarin Capital, 3one4 Capital, Axilor Ventures, Kunal Shah, Sandeep Tandon",Private Equity,24.6
16-12-2016,Pi Data Centers,Technology,Cloud Data Center Solutions provider,Hyderabad,Epsilon Venture Partners,Private Equity,188.58
16-12-2016,TripShelf,Consumer Internet,Holiday Packages provider,New Delhi,"GEMS Advisory, Quarizon",Seed Funding,1.01
19-12-2016,NoBroker,Consumer Internet,Rental property search portal,Bengaluru,"KTB Network, SAIF Partners, BEENEXT, Digital Garage",Private Equity,60.67
20-12-2016,VivoCarat,E-Commerce,Online jewellery marketplace,Mumbai,Undisclosed Investors,Seed Funding,0.41
20-12-2016,BYJU’S,Consumer Internet,Online Learning platform,Bengaluru,International Financial Corporation,Private Equity,122.98
21-12-2016,The BlueBook,Consumer Internet,online to offline marketing platform,Bengaluru,"Indian Angel Network, Lets Venture",Seed Funding,4.1
21-12-2016,Vegetall,E-Commerce,Online Vegetable E-Tailer,Chennai,The Chennai Angels,Seed Funding,1.33
22-12-2016,Mindler,Consumer Internet,Career Planning & Assessment platform,New Delhi,Taxmann,Seed Funding,2.66
22-12-2016,MCaffeine,E-Commerce,Personal care product E-Tailer,Bengaluru,"Kaushal Agarwal, Harminder Sahani, KK Mehra, Pranay Jivrajka, Navjot Saini",Seed Funding,2.46
23-12-2016,enKast,Technology,Cloud based CRM for Agencies,Bengaluru,Ivy League Alumni Angel Network,Private Equity,16.4
26-12-2016,Dekkho,Consumer Internet,Video Streaming platform,Mumbai,undisclosed investors,Seed Funding,9.84
26-12-2016,Shadowfox,Logistics,On-Demand Delivery Service,Gurgaon,Eight Roads Ventures,Private Equity,81.99
27-12-2016,ShopX,E-Commerce,SAAS E-Commerce Retail app,Bengaluru,Nandan Nilekani,Private Equity,41
29-12-2016,Healthifyme,Consumer Internet,Fitness Mobile App,Bengaluru,NB Ventures,Private Equity,8.2
02-01-2017,TaxSutra,Consumer Internet,Online Tax Filing platform,Pune,"TV Mohandas Pai, V Balakrishnan, PV Srinivasan",Seed Funding,3
03-01-2017,TempoGo,Technology,IoT & SAAS Solutions for Transportation Industry,Panaji,K2 Capital,Seed Funding,6.76
06-01-2017,Leap India,Logistics,Supply Chain Solutions Provider,Mumbai,"India Nivesh Growth Fund, Sixth Sense, TCI Ventures",Private Equity,106.59
07-01-2017,FreeCharge,Consumer Internet,Mobile Wallet,Mumbai,Jasper Infotech Pvt Ltd,Private Equity,467.34
09-01-2017,TicketNew,Consumer Internet,Movie Ticket Booking platform,Chennai,Alibaba Pictures,Private Equity,286.96
10-01-2017,Intelligence Node,Technology,SAAS Based Retail Analytics Solutions,Mumbai,BlackSoil Capital Pvt Ltd,Private Equity,6.56
10-01-2017,Securens,Technology,E-Surveillance services provider,Mumbai,"Mayfield India, Trifecta Capital",Private Equity,41
10-01-2017,Loan Frame,Consumer Internet,Small Business Loans Marketplace platform,Gurgaon,"Vedanta Capital, William Campbell, Toos N Daruvala",Private Equity,18.45
10-01-2017,Medinfi,Consumer Internet,Doctor & Clinic Discovery portal,Bengaluru,"Vinod Martin, Evan Lim, Kanchan Ghoshal, Ram Kumar Kakani",Seed Funding,0.82
10-01-2017,LensKart,E-Commerce,Online eyewear retailer,Bengaluru,Ronnie Screwvala,Private Equity,28.7
12-01-2017,Hansel.io,Consumer Internet,Real-time Mobile App Management Platform,Bengaluru,"IDG Ventures, Endiya Partners",Private Equity,11.07
12-01-2017,Square Yards,Consumer Internet,Property Search Aggregator platform,Gurgaon,"Lohia Group, Andre Hoffman",Private Equity,81.99
13-01-2017,Roambee,Technology,IoT smart Logistics and Asset Management Company,Mumbai,Deutsche Telekom Strategic Investments & Others,Private Equity,33.62
13-01-2017,iService,Consumer Internet,Gadgets Repair & Service Booking platform,Bengaluru,"Blume Ventures, Girish Mathrubootham, Aprameya Radhakrishna",Seed Funding,3.61
14-01-2017,Unacademy,Consumer Internet,Online learning platform,Bengaluru,"Nexus Venture Partners, Blume Ventures",Private Equity,36.9
16-01-2017,ZoloStays,Consumer Internet,Branded PG Accomodation booking platform,Bengaluru,"Nexus Venture Partners, Innoven Capital",Private Equity,41
16-01-2017,HipCouch,Consumer Internet,Custom & Modular Furniture platform,Mumbai,Undisclosed Investors,Seed Funding,5.74
17-01-2017,Curiositi,Consumer Internet,Online Learning Platform,Bengaluru,"Menterra Social Impact Fund, Unitus Seed Fund",Private Equity,6.56
17-01-2017,TinyStep,Consumer Internet,Parenting Info & Social Network,Bengaluru,Flipkart,Private Equity,16.4
17-01-2017,Practo,Consumer Internet,Online Healthcare platform,Bengaluru,"Tencent, ru-Net, RSI Fund, Thrive Capital",Private Equity,450.94
17-01-2017,Ketchupp,Consumer Internet,Food Discovery Platform,New Delhi,India Quotient and others,Seed Funding,3.62
17-01-2017,Hoopy,Consumer Internet,Online Car Service Platform,Gwalior,undisclosed investors,Seed Funding,4.1
17-01-2017,Ezytruk,Consumer Internet,Logistics and truck aggregator platform,Bengaluru,"Ajith Nair, Anish K",Seed Funding,1.21
18-01-2017,Vahdam Teas,E-Commerce,Online Tea E-Tailer,New Delhi,"Mumbai Angels Network, Fireside Ventures, Singapore Angel Network",Seed Funding,5.33
18-01-2017,Qwikspec,Technology,Cloud-based construction,Bengaluru,Undisclosed Investors,Seed Funding,2.46
19-01-2017,Weddingz.in,Consumer Internet,Online Marketplace for Wedding Venues and vendors,Mumbai,Singularity Ventures,Private Equity,8.2
22-01-2017,MessaGif,Consumer Internet,social messaging platform,New Delhi,Undisclosed investor,Seed Funding,0.41
23-01-2017,CueMath,Technology,Maths Learning program,New Delhi,"CapitalG, Sequoia India",Private Equity,122.98
24-01-2017,Khel Now,Consumer Internet,Mobile-based Social Platform for Sports,Bengaluru,Indochine International,Private Equity,4.1
24-01-2017,NowFloats,Consumer Internet,Platform to take businesses online,Hyderabad,"Iron Pillar and IIFL, Blume Ventures, Omidyar Network",Private Equity,81.99
24-01-2017,Lets Transport,Consumer Internet,Online transport vehicle booking platform,Bengaluru,"GMO Japan, Neelesh Bhatnagar",Private Equity,32.8
25-01-2017,RML Agtech,Technology,Agri Decision Support Solution for farmers,Pune,IvyCap Ventures,Private Equity,32.8
25-01-2017,InstaSafe,Technology,Security-as-a-Service solution provider,Bengaluru,ABM Knowledgeware,Private Equity,18.04
25-01-2017,Infibeam,E-Commerce,E-Commerce Marketplace,Ahmedabad,"Bennett, Coleman and Company Ltd",Private Equity,72.15
26-01-2017,AirMed Labs,Consumer Internet,Health Tests Booking platform & ePharmacy,Ahmedabad,Brand Capital,Private Equity,11.48
26-01-2017,99PerHour,Consumer Internet,Hyper-local Handyman Service provider,Chennai,V Aanand R,Seed Funding,2.46
30-01-2017,Intuit Things,Technology,IoT solutions for home automation applications,Mumbai,Sanjay Mehta & Others ( The Ten Minute Million),Seed Funding,0.87
30-01-2017,Cloudrino,Technology,Cloud based Virtual Servers,New Delhi,The Ten Minute Million,Seed Funding,0.18
30-01-2017,FabX,E-Commerce,Used Furniture Marketplace,Mumbai,The Ten Minute Million,Seed Funding,0.56
30-01-2017,Maptags,Consumer Internet,Smart Online address tags,Bengaluru,The Ten Minute Million,Seed Funding,0.15
31-01-2017,Heads Up For Tails,E-Commerce,Online Pet Products Store,New Delhi,Undisclosed Investors,Private Equity,16.4
06-02-2017,Capital Float,Consumer Internet,Online lending platform,Bengaluru,IFMR Capital Finance,Private Equity,20.5
07-02-2017,Inner Hour,Consumer Internet,Online Counselling Platform,Mumbai,"Batlivala & Karani Securities, Venture Works",Seed Funding,3.69
07-02-2017,Travel Triangle,Consumer Internet,Online travel agent marketplace,Noida,"RB Investments, SAIF Partners, Bessemer Venture Partners",Private Equity,81.99
08-02-2017,Wandertrails,Consumer Internet,"Online Travel, Adventure & Activities Portal",Bengaluru,Earlsfield Capital,Seed Funding,8.2
08-02-2017,Zenatix,Technology,IoT Based Energy Monitoring & Control,Gurgaon,"pi Ventures, Blume Ventures",Private Equity,9.84
08-02-2017,Cartrade,Consumer Internet,Automobile Classifieds Portal,Mumbai,Temasek Holdings,Private Equity,450.94
08-02-2017,Edurev,Consumer Internet,Online Education Portal,Gurgaon,Facebook FB Start programme,Seed Funding,0.33
09-02-2017,Voonik,E-Commerce,Women Apparel & Lifestyle E-Tailer,Bengaluru,"RB Investments, Sequoia Capital",Private Equity,49.19
09-02-2017,Wooplr,E-Commerce,Women Fashion Portal,Bengaluru,"Sistema Asia Fund, Amereus Group, Helion Ventures",Private Equity,65.59
10-02-2017,48East,E-Commerce,Online Food Delivery Platform,Bengaluru,Al Dhaheri family,Private Equity,4.1
13-02-2017,Sigtuple,Technology,Medical Automation platform,Bengaluru,"Accel Partners, IDG Ventures, Endiya Partners, pi Ventures, VH Capital, Axilor Partners",Private Equity,47.55
13-02-2017,Flutura,Technology,Decision Sciences Analytics Solutions,Bengaluru,"Vertex Ventures, Lumis Partners",Private Equity,61.49
13-02-2017,Wassup,Consumer Internet,On Demand Laundry & Dry Cleaning Services,Chennai,Anil Jain & other HNIs,Private Equity,26.24
13-02-2017,Better Mortgage,Consumer Internet,Mortgage Offering Platform,Gurgaon,"Kleiner Perkins, Goldman Sachs, Pine Brook",Private Equity,122.98
13-02-2017,Nurturey,Consumer Internet,Parenting Mobile App,New Delhi,Mohit Joshi & Others,Seed Funding,2.71
13-02-2017,Fyle,Technology,Expense Management Solution,Bengaluru,Pravega Ventures,Seed Funding,3.28
14-02-2017,GoBumpr,Consumer Internet,Online Bike & Car Services provider,Chennai,"Mahalingam K, Girish Mathrubootham",Seed Funding,2.46
14-02-2017,CCAvenue,Consumer Internet,Online Payment Gateway,Mumbai,Infibeam,Private Equity,183.66
15-02-2017,ZestMoney,Consumer Internet,Online Consumer Lending platform,Bengaluru,"PayU, Ribbit Capital, Omidyar Network",Private Equity,53.29
15-02-2017,AirZaar,Technology,Drone operations management platform,Missourie,Quake Capital,Seed Funding,2.87
16-02-2017,Truebil,Consumer Internet,Online Marketplace for Used Cars,Mumbai,Shunwei Capital,Private Equity,24.6
16-02-2017,YourStory,Consumer Internet,Online Media,Bengaluru,"Kalaari Capital Partners, Qualcomm, 3ONE4 Capital Advisors, UC-RNT",Private Equity,24.6
17-02-2017,Imaginate,Technology,AR & VR platform,Hyderabad,SRI Capital,Seed Funding,4.1
17-02-2017,The Ken,Consumer Internet,Online Media Platform,Bengaluru,"Aprameya Radhakrishna, Deepak Natraj, Girish Mathrubootham, Mahesh Murthy, Pallav Nadhani, Pavan Ongole, Sandeep Mathur, Vijay Shekhar Sharma & Others",Seed Funding,3.28
17-02-2017,Urban Ladder,E-Commerce,Online Furniture Store,Bengaluru,"Kalaari Capital, SAIF Partners, Steadview Capital, Sequoia Capital",Private Equity,124.62
17-02-2017,Leopetra,E-Commerce,Solution provider for pet needs,Mumbai,Facebook FBStart,Seed Funding,0.33
18-02-2017,Blood n Care,Consumer Internet,First Aid care app,Gurgaon,Facebook FBStart,Seed Funding,0.33
20-02-2017,Flipkart,E-Commerce,Online Marketplace,Bengaluru,"Bennett, Coleman and Co. Ltd (BCCL)",Private Equity,317.3
21-02-2017,True Balance,Consumer Internet,Mobile balance Checking App,Gurgaon,"Softbank Ventures Korea, IMM Investment",Private Equity,122.98
22-02-2017,Vebbler,Consumer Internet,Photo Sharing for Groups,Bengaluru,Facebook FBStart,Seed Funding,0.33
23-02-2017,Get My Parking,Consumer Internet,Smart Parking Platform,New Delhi,"Indian Angel Network (IAN), BEENEXT, The Chennai Angels, Sunil Munjal",Private Equity,9.02
27-02-2017,Biryani By Kilo,Consumer Internet,Online Food Ordering & Delivery Portal,Gurgaon,"Chandigarh Angels, Ashish Gupta, Rohit, Ashish Chand, Sunil Singh & Others",Seed Funding,3.07
27-02-2017,Johari Shop,E-Commerce,Online Jewellery E-Tailer,Bengaluru,Undisclosed Investors,Seed Funding,0.77
28-02-2017,NeoStencil,Consumer Internet,Live Online Coaching Classes,New Delhi,"Brand Capital, Paragon Trust",Private Equity,8.2
28-02-2017,Blackbuck,Logistics,Online freight aggregator,Bengaluru,"Sands Capital, IFC, Accel Partners, Flipkart, Sanjiv Rangrass",Private Equity,573.93
01-03-2017,Ola,Consumer Internet,App based cab aggregator,Bengaluru,SoftBank Group Corp,Private Equity,2705.67
01-03-2017,Belong,Consumer Internet,Online Jon Portal,Bengaluru,Sequoia Capital India,Private Equity,81.99
02-03-2017,Celes Care,Consumer Internet,Women Healthcare & Information portal,Hyderabad,"Ventureast, Endiya Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,12.3
02-03-2017,Karomi,Technology,Packaging Artwork Management software,Chennai,Ideaspring Capital,Seed Funding,4.1
02-03-2017,Red Carpet,Consumer Internet,Micro Lending platform,Gurgaon,Lightspeed Venture Partners,Private Equity,20.5
02-03-2017,CreditMantri,Consumer Internet,Online Credit score & lending platform,Chennai,Quona Capital,Private Equity,62.31
03-03-2017,Tydy,Technology,Employee Onboarding and Engagement platform,Bengaluru,"Bhupen Shah, Jayesh Parekh, Sanjay Sathe",Seed Funding,2.25
03-03-2017,Oho Shop,Technology,E-Commerce Mobile App Builder,Ahmedabad,"Bennett, Coleman and Company Ltd",Private Equity,54.93
03-03-2017,Paytm Marketplace,E-Commerce,E-Commerce Marketplace,Bengaluru,Alibaba,Private Equity,1639.8
04-03-2017,iGenetics,Healthcare,Health Diagnostic Solutions,Mumbai,CDC Group Plc,Private Equity,159.88
06-03-2017,Juno Clinic,Consumer Internet,Online Counseling Platform,Mumbai,Atul Nishar,Seed Funding,9.84
06-03-2017,Summerlabel,Consumer Internet,Fashion and Lifestyle discovery platform,Gurgaon,"Aneesh Seth, Tushar Mittal",Seed Funding,1.23
06-03-2017,PickMe,Consumer Internet,Gadget Insurance & Repair Services platform,Mumbai,SIDBI Venture Capital Fund,Private Equity,14.68
07-03-2017,Agrostar,Technology,Direct-to-Farmer Mobile-Based Retail platform,Pune,Accel Partners,Private Equity,81.99
07-03-2017,Zapr,Technology,"DSP, TV Analytics & Cross-Platform advertising",Bengaluru,Star India Pvt Ltd,Private Equity,81.99
07-03-2017,Data Resolve,Technology,Cyber Security Solutions,Noida,IDFC Parampara Early Stage Opportunities Fund,Private Equity,8.2
07-03-2017,Book Servicing,Consumer Internet,Online Vehicle Services Booking platform,New Delhi,National Science and Technology Entrepreneurship Development Board,Seed Funding,0.25
07-03-2017,Blowhorn,Consumer Internet,Intra-City Logistics provider,Bengaluru,"IDG Ventures India, Michael & SUSn Dell Foundation, Draper Associates, Unitus Seed Fund",Private Equity,29.93
08-03-2017,Rivigo,Logistics,Technology Enabled Logistics Company,Gurgaon,Private Sector Banks (Debt Funding),Private Equity,122.98
08-03-2017,PipeCandy,Technology,Intelligent Sales Prospecting Platform,Chennai,"IDG ventures, Axilor Ventures, Emergent Ventures, Indian Angel Network",Seed Funding,9.02
08-03-2017,Supr Daily,Consumer Internet,Subscription based Home Delivery Platform,Mumbai,Y Combinator,Seed Funding,0.98
09-03-2017,AppBrowzer,Consumer Internet,Instant Mobile Apps Store,Bengaluru,Deepak Gurnani,Seed Funding,4.1
09-03-2017,MagicBricks,Consumer Internet,Online Real Estate Portal,Mumbai,Times Internet Ltd,Private Equity,36.9
10-03-2017,PeeBuddy,Healthcare,Female Hygiene product manufacturer,New Delhi,Indian Angel Network,Seed Funding,3.63
10-03-2017,Lavelle Networks,Technology,SDN Solutions,Bengaluru,Ideaspring Capital,Seed Funding,4.92
15-03-2017,LatestOne,E-Commerce,Tech Accessories E-Tailer,Hyderabad,"Florintree, Mathew Cyriac, Chidambaram Palaniappan, Bharat Sheth",Private Equity,27.47
15-03-2017,Frapperz,Consumer Internet,On-demand home services provider,Kolkata,Undisclosed Investor,Seed Funding,0.82
16-03-2017,mPaani,Consumer Internet,Loyalty rewards app,Mumbai,"IDG Ventures, Blume Ventures, Saha Fund,",Private Equity,11.07
16-03-2017,POPxo,Consumer Internet,Digital Media publication for women,New Delhi,"GREE Ventures, Kalaari Capital and IDG Ventures India, Summit Media, Atul Goel, and Gurpreet Singh",Private Equity,25.42
16-03-2017,Fitso,Consumer Internet,Fitness Mobile App,Gurgaon,"Sujeet Kumar, Bhupender Singh, Yashish Dhaiya",Seed Funding,1.64
21-03-2017,Flipkart,E-Commerce,E-Commerce Marketplace,Bengaluru,"Microsoft, eBay, Tencent Holdings",Private Equity,11478.6
21-03-2017,Airpay,Technology,Online payment Gateway,Mumbai,"Kalaari Capital, Rakesh and Rajesh Jhunjhunwala",Private Equity,30.09
21-03-2017,MyGlamm,Consumer Internet,On-Demand Beauty Services,Mumbai,LOccitane,Private Equity,43.45
22-03-2017,Haqdarshak,Consumer Internet,Tech-Enabled Social Enterprise,Bengaluru,"Ravi Saxena, Sandeep Raju,",Seed Funding,1.57
23-03-2017,Ixigo,Consumer Internet,Online Travel Search Engine,Gurgaon,"Sequoia Capital, Kinzon Capital",Private Equity,122.98
23-03-2017,Markets and Markets,Technology,Marketing Research Company,Pune,"FTV Capital, Zodius Capital",Private Equity,459.14
24-03-2017,Bizom,Technology,supply chain automation platform,Bengaluru,Ojas Ventures,Seed Funding,3.13
24-03-2017,Delhivery,Technology,Tech enabled Fulfilment & Logistics Solutions,New Delhi,"Carlyle Group, Tiger Global",Private Equity,819.9
28-03-2017,Fynd,E-Commerce,Online fashion marketplace,Mumbai,Venture Catalysts,Private Equity,4.1
